Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Discounted Price,Order Date,Month_Year,Month-Year
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,15.696,3,0.2,5.1012,0.32,12.56,2020-01-30 22:17:30.842020848,2020-01,2020-01
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Art,12.84,3,0.0,3.7236,0.29,12.84,2020-01-31 02:40:56.776263032,2020-01,2020-01
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,539.97,3,0.0,134.9925,0.25,539.97,2020-01-31 07:04:22.710505208,2020-01,2020-01
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,22.58,2,0.0,5.8708,0.26,22.58,2020-01-31 11:27:48.644747392,2020-01,2020-01
Standard Class,Consumer,United States,Dover,New Hampshire,3820,East,Office Supplies,Labels,16.52,4,0.0,7.5992,0.46,16.52,2020-01-31 15:51:14.578989576,2020-01,2020-01
Standard Class,Consumer,United States,Dover,New Hampshire,3820,East,Office Supplies,Binders,671.94,3,0.0,315.8118,0.47,671.94,2020-01-31 20:14:40.513231752,2020-01,2020-01
First Class,Corporate,United States,Aurora,Colorado,80013,West,Technology,Accessories,169.064,7,0.2,-14.7931,-0.09,135.25,2020-02-01 00:38:06.447473936,2020-02,2020-02
First Class,Corporate,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,168.624,9,0.2,14.7546,0.09,134.9,2020-02-01 05:01:32.381716120,2020-02,2020-02
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Paper,19.44,3,0.0,9.3312,0.48,19.44,2020-02-01 09:24:58.315958296,2020-02,2020-02
First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,31.92,4,0.0,8.2992,0.26,31.92,2020-02-01 13:48:24.250200480,2020-02,2020-02
First Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Chairs,433.568,2,0.2,-65.0352,-0.15,346.85,2020-02-01 18:11:50.184442656,2020-02,2020-02
First Class,Home Office,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,31.104,6,0.2,10.8864,0.35,24.88,2020-02-01 22:35:16.118684840,2020-02,2020-02
First Class,Home Office,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,54.816,3,0.2,17.8152,0.32,43.85,2020-02-02 02:58:42.052927024,2020-02,2020-02
Standard Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Storage,48.86,7,0.0,0.9772,0.02,48.86,2020-02-02 07:22:07.987169200,2020-02,2020-02
Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,14.2,2,0.0,6.532,0.46,14.2,2020-02-02 11:45:33.921411384,2020-02,2020-02
Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,12.96,2,0.0,6.2208,0.48,12.96,2020-02-02 16:08:59.855653568,2020-02,2020-02
Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,58.34,2,0.0,28.0032,0.48,58.34,2020-02-02 20:32:25.789895744,2020-02,2020-02
First Class,Home Office,United States,Santa Ana,California,92704,West,Office Supplies,Art,56.3,2,0.0,15.764,0.28,56.3,2020-02-03 00:55:51.724137928,2020-02,2020-02
Standard Class,Corporate,United States,Columbia,South Carolina,29203,South,Technology,Phones,629.95,5,0.0,163.787,0.26,629.95,2020-02-03 05:19:17.658380112,2020-02,2020-02
Standard Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,122.97,3,0.0,60.2553,0.49,122.97,2020-02-03 09:42:43.592622288,2020-02,2020-02
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,46.35,5,0.0,21.7845,0.47,46.35,2020-02-03 14:06:09.526864472,2020-02,2020-02
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Binders,14.976,9,0.2,5.4288,0.36,11.98,2020-02-03 18:29:35.461106656,2020-02,2020-02
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,4.24,5,0.8,-6.36,-1.5,0.85,2020-02-03 22:53:01.395348832,2020-02,2020-02
Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Accessories,319.96,4,0.0,115.1856,0.36,319.96,2020-02-04 03:16:27.329591016,2020-02,2020-02
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,17.04,3,0.0,7.668,0.45,17.04,2020-02-04 07:39:53.263833200,2020-02,2020-02
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,344.91,3,0.0,10.3473,0.03,344.91,2020-02-04 12:03:19.198075376,2020-02,2020-02
First Class,Corporate,United States,Franklin,Massachusetts,2038,East,Furniture,Bookcases,81.94,1,0.0,20.485,0.25,81.94,2020-02-04 16:26:45.132317560,2020-02,2020-02
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Technology,Accessories,98.16,6,0.0,9.816,0.1,98.16,2020-02-04 20:50:11.066559744,2020-02,2020-02
Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,6.874,7,0.8,-10.6547,-1.55,1.37,2020-02-05 01:13:37.000801920,2020-02,2020-02
Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,1.996,1,0.8,-3.2934,-1.65,0.4,2020-02-05 05:37:02.935044104,2020-02,2020-02
Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Storage,8.928,2,0.2,0.6696,0.07,7.14,2020-02-05 10:00:28.869286288,2020-02,2020-02
Second Class,Corporate,United States,Iowa City,Iowa,52240,Central,Office Supplies,Paper,9.99,1,0.0,4.4955,0.45,9.99,2020-02-05 14:23:54.803528464,2020-02,2020-02
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Copiers,10499.97,3,0.0,5039.9856,0.48,10499.97,2020-02-05 18:47:20.737770648,2020-02,2020-02
Same Day,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,21.12,5,0.2,6.6,0.31,16.9,2020-02-05 23:10:46.672012832,2020-02,2020-02
Standard Class,Corporate,United States,Boise,Idaho,83704,West,Furniture,Tables,696.42,2,0.0,160.1766,0.23,696.42,2020-02-06 03:34:12.606255008,2020-02,2020-02
Standard Class,Corporate,United States,Boise,Idaho,83704,West,Technology,Phones,304.776,3,0.2,22.8582,0.08,243.82,2020-02-06 07:57:38.540497192,2020-02,2020-02
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Art,51.98,2,0.0,15.0742,0.29,51.98,2020-02-06 12:21:04.474739376,2020-02,2020-02
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,24.7,5,0.0,10.374,0.42,24.7,2020-02-06 16:44:30.408981552,2020-02,2020-02
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,21.93,3,0.0,10.3071,0.47,21.93,2020-02-06 21:07:56.343223736,2020-02,2020-02
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,394.816,4,0.2,93.7688,0.24,315.85,2020-02-07 01:31:22.277465912,2020-02,2020-02
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,18.192,4,0.7,-14.5536,-0.8,5.46,2020-02-07 05:54:48.211708096,2020-02,2020-02
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Labels,7.31,1,0.0,3.4357,0.47,7.31,2020-02-07 10:18:14.145950280,2020-02,2020-02
Same Day,Home Office,United States,New York City,New York,10024,East,Technology,Copiers,799.984,2,0.2,249.995,0.31,639.99,2020-02-07 14:41:40.080192456,2020-02,2020-02
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,41.28,6,0.0,18.9888,0.46,41.28,2020-02-07 19:05:06.014434640,2020-02,2020-02
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,184.66,7,0.0,84.9436,0.46,184.66,2020-02-07 23:28:31.948676824,2020-02,2020-02
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Art,49.25,5,0.0,18.715,0.38,49.25,2020-02-08 03:51:57.882919000,2020-02,2020-02
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Paper,10.16,2,0.0,4.7752,0.47,10.16,2020-02-08 08:15:23.817161184,2020-02,2020-02
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,14.76,2,0.0,4.2804,0.29,14.76,2020-02-08 12:38:49.751403368,2020-02,2020-02
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Binders,34.08,2,0.0,15.6768,0.46,34.08,2020-02-08 17:02:15.685645544,2020-02,2020-02
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,17.67,3,0.0,7.7748,0.44,17.67,2020-02-08 21:25:41.619887728,2020-02,2020-02
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Chairs,1604.9,5,0.0,481.47,0.3,1604.9,2020-02-09 01:49:07.554129912,2020-02,2020-02
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,385.686,1,0.3,-60.6078,-0.16,269.98,2020-02-09 06:12:33.488372088,2020-02,2020-02
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,15.984,2,0.2,4.995,0.31,12.79,2020-02-09 10:35:59.422614272,2020-02,2020-02
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,9.42,3,0.0,4.239,0.45,9.42,2020-02-09 14:59:25.356856456,2020-02,2020-02
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Art,6.56,2,0.0,1.9024,0.29,6.56,2020-02-09 19:22:51.291098632,2020-02,2020-02
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,24.56,2,0.0,11.5432,0.47,24.56,2020-02-09 23:46:17.225340816,2020-02,2020-02
Standard Class,Consumer,United States,Mishawaka,Indiana,46544,Central,Office Supplies,Binders,128.4,3,0.0,64.2,0.5,128.4,2020-02-10 04:09:43.159583000,2020-02,2020-02
Standard Class,Consumer,United States,Mount Vernon,New York,10550,East,Office Supplies,Envelopes,62.28,4,0.0,29.2716,0.47,62.28,2020-02-10 08:33:09.093825176,2020-02,2020-02
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Labels,9.24,3,0.0,4.4352,0.48,9.24,2020-02-10 12:56:35.028067360,2020-02,2020-02
First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Bookcases,482.664,8,0.15,85.176,0.18,410.26,2020-02-10 17:20:00.962309544,2020-02,2020-02
First Class,Corporate,United States,San Francisco,California,94110,West,Technology,Machines,4799.984,2,0.2,359.9988,0.08,3839.99,2020-02-10 21:43:26.896551720,2020-02,2020-02
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,37.94,2,0.0,18.2112,0.48,37.94,2020-02-11 02:06:52.830793904,2020-02,2020-02
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,18.288,6,0.2,6.6294,0.36,14.63,2020-02-11 06:30:18.765036088,2020-02,2020-02
Second Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Machines,385.8,5,0.2,130.2075,0.34,308.64,2020-02-11 10:53:44.699278264,2020-02,2020-02
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,102.96,2,0.0,1.0296,0.01,102.96,2020-02-11 15:17:10.633520448,2020-02,2020-02
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,174.42,3,0.0,41.8608,0.24,174.42,2020-02-11 19:40:36.567762624,2020-02,2020-02
First Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,1.964,2,0.8,-3.2406,-1.65,0.39,2020-02-12 00:04:02.502004808,2020-02,2020-02
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,94.428,3,0.6,-42.4926,-0.45,37.77,2020-02-12 04:27:28.436246992,2020-02,2020-02
Standard Class,Consumer,United States,Urbandale,Iowa,50322,Central,Office Supplies,Fasteners,45.92,4,0.0,21.5824,0.47,45.92,2020-02-12 08:50:54.370489168,2020-02,2020-02
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Furniture,Chairs,61.584,1,0.2,-6.9282,-0.11,49.27,2020-02-12 13:14:20.304731352,2020-02,2020-02
First Class,Corporate,United States,Richmond,Indiana,47374,Central,Office Supplies,Paper,22.48,1,0.0,10.3408,0.46,22.48,2020-02-12 17:37:46.238973536,2020-02,2020-02
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Furnishings,332.028,9,0.6,-348.6294,-1.05,132.81,2020-02-12 22:01:12.173215712,2020-02,2020-02
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,11.394,9,0.8,-17.6607,-1.55,2.28,2020-02-13 02:24:38.107457896,2020-02,2020-02
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,15.552,3,0.2,5.6376,0.36,12.44,2020-02-13 06:48:04.041700080,2020-02,2020-02
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,31.104,6,0.2,11.2752,0.36,24.88,2020-02-13 11:11:29.975942256,2020-02,2020-02
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,6.316,1,0.8,-10.4214,-1.65,1.26,2020-02-13 15:34:55.910184440,2020-02,2020-02
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,11.352,3,0.2,4.1151,0.36,9.08,2020-02-13 19:58:21.844426624,2020-02,2020-02
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,20.808,9,0.2,7.0227,0.34,16.65,2020-02-14 00:21:47.778668800,2020-02,2020-02
Standard Class,Home Office,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,11.416,4,0.8,-18.8364,-1.65,2.28,2020-02-14 04:45:13.712910984,2020-02,2020-02
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,9.408,7,0.2,0.7056,0.08,7.53,2020-02-14 09:08:39.647153168,2020-02,2020-02
First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,19.83,1,0.0,5.949,0.3,19.83,2020-02-14 13:32:05.581395344,2020-02,2020-02
Standard Class,Corporate,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Paper,209.7,2,0.0,100.656,0.48,209.7,2020-02-14 17:55:31.515637528,2020-02,2020-02
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,43.92,4,0.0,11.8584,0.27,43.92,2020-02-14 22:18:57.449879712,2020-02,2020-02
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Binders,20.232,3,0.2,6.5754,0.32,16.19,2020-02-15 02:42:23.384121888,2020-02,2020-02
First Class,Home Office,United States,Springfield,Virginia,22153,South,Technology,Phones,149.97,3,0.0,5.9988,0.04,149.97,2020-02-15 07:05:49.318364072,2020-02,2020-02
First Class,Home Office,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,27.81,3,0.0,13.0707,0.47,27.81,2020-02-15 11:29:15.252606256,2020-02,2020-02
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,66.3,3,0.0,8.619,0.13,66.3,2020-02-15 15:52:41.186848432,2020-02,2020-02
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,1.64,1,0.0,0.738,0.45,1.64,2020-02-15 20:16:07.121090616,2020-02,2020-02
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,1049.2,5,0.0,272.792,0.26,1049.2,2020-02-16 00:39:33.055332800,2020-02,2020-02
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,20.9,5,0.0,7.524,0.36,20.9,2020-02-16 05:02:58.989574976,2020-02,2020-02
Second Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,88.08,6,0.0,40.5168,0.46,88.08,2020-02-16 09:26:24.923817160,2020-02,2020-02
Second Class,Consumer,United States,Fairfield,Connecticut,6824,East,Furniture,Chairs,751.92,4,0.0,150.384,0.2,751.92,2020-02-16 13:49:50.858059336,2020-02,2020-02
Same Day,Corporate,United States,New York City,New York,10011,East,Furniture,Chairs,887.103,7,0.1,177.4206,0.2,798.39,2020-02-16 18:13:16.792301520,2020-02,2020-02
Same Day,Consumer,United States,Lakeland,Florida,33801,South,Technology,Phones,55.944,7,0.2,-13.2867,-0.24,44.76,2020-02-16 22:36:42.726543704,2020-02,2020-02
Same Day,Consumer,United States,Lakeland,Florida,33801,South,Office Supplies,Art,10.688,2,0.2,2.2712,0.21,8.55,2020-02-17 03:00:08.660785880,2020-02,2020-02
Same Day,Consumer,United States,Lakeland,Florida,33801,South,Technology,Phones,11.824,2,0.2,1.0346,0.09,9.46,2020-02-17 07:23:34.595028064,2020-02,2020-02
First Class,Consumer,United States,Freeport,Illinois,61032,Central,Office Supplies,Paper,63.312,3,0.2,20.5764,0.32,50.65,2020-02-17 11:47:00.529270248,2020-02,2020-02
First Class,Consumer,United States,Freeport,Illinois,61032,Central,Office Supplies,Binders,96.784,4,0.8,-145.176,-1.5,19.36,2020-02-17 16:10:26.463512424,2020-02,2020-02
First Class,Consumer,United States,Freeport,Illinois,61032,Central,Furniture,Furnishings,10.476,3,0.6,-6.8094,-0.65,4.19,2020-02-17 20:33:52.397754608,2020-02,2020-02
Standard Class,Corporate,United States,Medford,Oregon,97504,West,Office Supplies,Binders,9.762,2,0.7,-6.8334,-0.7,2.93,2020-02-18 00:57:18.331996792,2020-02,2020-02
First Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Chairs,196.784,2,0.2,-22.1382,-0.11,157.43,2020-02-18 05:20:44.266238968,2020-02,2020-02
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,47.98,2,0.0,23.99,0.5,47.98,2020-02-18 09:44:10.200481152,2020-02,2020-02
Second Class,Corporate,United States,Fairfield,Connecticut,6824,East,Office Supplies,Labels,13.05,5,0.0,6.003,0.46,13.05,2020-02-18 14:07:36.134723336,2020-02,2020-02
Standard Class,Consumer,United States,Moorhead,Minnesota,56560,Central,Technology,Accessories,63.96,4,0.0,19.8276,0.31,63.96,2020-02-18 18:31:02.068965512,2020-02,2020-02
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,80.48,1,0.0,24.144,0.3,80.48,2020-02-18 22:54:28.003207696,2020-02,2020-02
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,11.673,3,0.7,-7.782,-0.67,3.5,2020-02-19 03:17:53.937449880,2020-02,2020-02
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Tables,863.128,8,0.3,-160.2952,-0.19,604.19,2020-02-19 07:41:19.871692056,2020-02,2020-02
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,3.564,3,0.8,-6.237,-1.75,0.71,2020-02-19 12:04:45.805934240,2020-02,2020-02
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Bookcases,956.6648,7,0.32,-225.0976,-0.24,650.53,2020-02-19 16:28:11.740176424,2020-02,2020-02
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,12.588,3,0.8,-20.1408,-1.6,2.52,2020-02-19 20:51:37.674418600,2020-02,2020-02
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Accessories,171.96,5,0.2,45.1395,0.26,137.57,2020-02-20 01:15:03.608660784,2020-02,2020-02
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Tables,871.4,4,0.0,148.138,0.17,871.4,2020-02-20 05:38:29.542902968,2020-02,2020-02
Standard Class,Corporate,United States,Jackson,Tennessee,38301,South,Furniture,Furnishings,692.472,11,0.2,190.4298,0.28,553.98,2020-02-20 10:01:55.477145144,2020-02,2020-02
